idx,날짜,기준금리(%),국내총생산(시장가격 GDP)(십억원),국내총소득(GDI),국민총소득(GNI),소비자물가지수(2015 = 100),경제성장률(%),실업률(%),국내총투자율(%),총저축률(%),원/미국달러(매매기준율 평균 원),KOSPI(평균),KOSDAQ(평균),아파트 거래량 매매(전국),총 인구(명),가계대출(조원),평균전세가율(전국),소비자물가지수(2015 = 100)(lag6),소비자물가지수(2015 = 100)(lag5),소비자물가지수(2015 = 100)(lag4),소비자물가지수(2015 = 100)(lag3),소비자물가지수(2015 = 100)(lag2),소비자물가지수(2015 = 100)(lag1),실업률(%)(lag6),실업률(%)(lag5),실업률(%)(lag4),실업률(%)(lag3),실업률(%)(lag2),실업률(%)(lag1),KOSPI(평균)(lag6),KOSPI(평균)(lag5),KOSPI(평균)(lag4),KOSPI(평균)(lag3),KOSPI(평균)(lag2),KOSPI(평균)(lag1),KOSDAQ(평균)(lag6),KOSDAQ(평균)(lag5),KOSDAQ(평균)(lag4),KOSDAQ(평균)(lag3),KOSDAQ(평균)(lag2),KOSDAQ(평균)(lag1),평균전세가율(전국)(lag6),평균전세가율(전국)(lag5),평균전세가율(전국)(lag4),평균전세가율(전국)(lag3),평균전세가율(전국)(lag2),평균전세가율(전국)(lag1),기준금리(%)(lag6),기준금리(%)(lag5),기준금리(%)(lag4),기준금리(%)(lag3),기준금리(%)(lag2),기준금리(%)(lag1),국내총투자율(%)(lag6),국내총투자율(%)(lag5),국내총투자율(%)(lag4),국내총투자율(%)(lag3),국내총투자율(%)(lag2),국내총투자율(%)(lag1),가계대출(조원)(lag6),가계대출(조원)(lag5),가계대출(조원)(lag4),가계대출(조원)(lag3),가계대출(조원)(lag2),가계대출(조원)(lag1),국내총생산(시장가격 GDP)(십억원)(lag6),국내총생산(시장가격 GDP)(십억원)(lag5),국내총생산(시장가격 GDP)(십억원)(lag4),국내총생산(시장가격 GDP)(십억원)(lag3),국내총생산(시장가격 GDP)(십억원)(lag2),국내총생산(시장가격 GDP)(십억원)(lag1),원/미국달러(매매기준율 평균 원)(lag6),원/미국달러(매매기준율 평균 원)(lag5),원/미국달러(매매기준율 평균 원)(lag4),원/미국달러(매매기준율 평균 원)(lag3),원/미국달러(매매기준율 평균 원)(lag2),원/미국달러(매매기준율 평균 원)(lag1),원/미국달러(매매기준율 평균 원)(lag8),아파트 거래량 매매(전국)(lag6),아파트 거래량 매매(전국)(lag5),아파트 거래량 매매(전국)(lag4),아파트 거래량 매매(전국)(lag3),아파트 거래량 매매(전국)(lag2),아파트 거래량 매매(전국)(lag1),평균아파트매매가격(전국),평균아파트매매가격(서울),평균종합주택매매가격지수(전국),평균종합주택매매가격지수(서울),평균아파트매매가격(전국) (diff; order=1),아파트 거래량 매매(전국) (diff; order=1),실업률(%) (diff; order=1),KOSDAQ(평균) (diff; order=1),기준금리(%) (diff; order=1),원/미국달러(매매기준율 평균 원) (diff; order=1),국내총생산(시장가격 GDP)(십억원) (diff; order=1),국내총소득(GDI) (diff; order=1),국민총소득(GNI) (diff; order=1),소비자물가지수(2015 = 100) (diff; order=1),경제성장률(%) (diff; order=1),국내총투자율(%) (diff; order=1),총저축률(%) (diff; order=1),KOSPI(평균) (diff; order=1),총 인구(명) (diff; order=1),가계대출(조원) (diff; order=1),평균전세가율(전국) (diff; order=1),KOSPI(평균) (diff; order=1)(lag1),아파트 거래량 매매(전국) (diff; order=1)(lag1)
115,2011년 7월,3.25,370782.8,353512.7,356925.9,94.982,0.5,3.3,31.3,34.8,1059.5,2150.06,488.16,68582,50641565,839.7,,93.07,93.707,94.072,94.163,94.345,94.527,3.8,4.5,4.3,3.7,3.2,3.3,2091.61,2002.87,2002.67,2153.13,2121.87,2074.64,517.58,510.59,528.44,494.71,469.03,511.55,,,,,,,2.75,2.75,3,3,3,3.25,33.9,33.9,33.9,34.7,34.7,34.7,806.4,806.4,806.4,826.9,826.9,826.9,367040.1,367040.1,367040.1,368841.5,368841.5,368841.5,1120.07,1118.14,1122.45,1086.84,1083.54,1081.27,1126.2,71306,73658,91085,80693,72731,69393,273.2,614.5,92.4,95.8,14.8,-811,0,-23.39,0,-21.77,1941.3,1434.1,2890,0.455,0,-3.4,0.5,75.42,14218,12.8,,-47.23,-3338
116,2011년 8월,3.25,370782.8,353512.7,356925.9,95.62,0.5,3,31.3,34.8,1073.17,1869.41,461.47,69375,50662739,839.7,,93.707,94.072,94.163,94.345,94.527,94.982,4.5,4.3,3.7,3.2,3.3,3.3,2002.87,2002.67,2153.13,2121.87,2074.64,2150.06,510.59,528.44,494.71,469.03,511.55,488.16,,,,,,,2.75,3,3,3,3.25,3.25,33.9,33.9,34.7,34.7,34.7,31.3,806.4,806.4,826.9,826.9,826.9,839.7,367040.1,367040.1,368841.5,368841.5,368841.5,370782.8,1118.14,1122.45,1086.84,1083.54,1081.27,1059.5,1147.55,73658,91085,80693,72731,69393,68582,272.4,571.5,92.8,95.9,-0.8,793,-0.3,-26.69,0,13.67,0,0,0,0.638,0,0,0,-280.65,21174,0,,75.42,-811
117,2011년 9월,3.25,370782.8,353512.7,356925.9,95.529,0.5,3,31.3,34.8,1118.61,1790.95,471.45,65410,50681829,839.7,,94.072,94.163,94.345,94.527,94.982,95.62,4.3,3.7,3.2,3.3,3.3,3,2002.67,2153.13,2121.87,2074.64,2150.06,1869.41,528.44,494.71,469.03,511.55,488.16,461.47,,,,,,,3,3,3,3.25,3.25,3.25,33.9,34.7,34.7,34.7,31.3,31.3,806.4,826.9,826.9,826.9,839.7,839.7,367040.1,368841.5,368841.5,368841.5,370782.8,370782.8,1122.45,1086.84,1083.54,1081.27,1059.5,1073.17,1120.07,91085,80693,72731,69393,68582,69375,270,577.3,93.3,95.9,-2.4,-3965,0,9.98,0,45.44,0,0,0,-0.091,0,0,0,-78.46,19090,0,,-280.65,793
118,2011년 10월,3.25,372534,352132.7,355061.9,95.347,0.5,2.9,32.9,35.1,1155.45,1825.88,497.85,70235,50699478,861.4,,94.163,94.345,94.527,94.982,95.62,95.529,3.7,3.2,3.3,3.3,3,3,2153.13,2121.87,2074.64,2150.06,1869.41,1790.95,494.71,469.03,511.55,488.16,461.47,471.45,,,,,,,3,3,3.25,3.25,3.25,3.25,34.7,34.7,34.7,31.3,31.3,31.3,826.9,826.9,826.9,839.7,839.7,839.7,368841.5,368841.5,368841.5,370782.8,370782.8,370782.8,1086.84,1083.54,1081.27,1059.5,1073.17,1118.61,1118.14,80693,72731,69393,68582,69375,65410,268.4,592.3,93.7,95.9,-1.6,4825,-0.1,26.4,0,36.84,1751.2,-1380,-1864,-0.182,0,1.6,0.3,34.93,17649,21.7,,-78.46,-3965
119,2011년 11월,3.25,372534,352132.7,355061.9,95.438,0.5,2.9,32.9,35.1,1132.31,1858.8,501.07,71993,50717719,861.4,,94.345,94.527,94.982,95.62,95.529,95.347,3.2,3.3,3.3,3,3,2.9,2121.87,2074.64,2150.06,1869.41,1790.95,1825.88,469.03,511.55,488.16,461.47,471.45,497.85,,,,,,,3,3.25,3.25,3.25,3.25,3.25,34.7,34.7,31.3,31.3,31.3,32.9,826.9,826.9,839.7,839.7,839.7,861.4,368841.5,368841.5,370782.8,370782.8,370782.8,372534,1083.54,1081.27,1059.5,1073.17,1118.61,1155.45,1122.45,72731,69393,68582,69375,65410,70235,265.6,588.1,94,95.8,-2.8,1758,0,3.22,0,-23.14,0,0,0,0.091,0,0,0,32.92,18241,0,,34.93,4825
120,2011년 12월,3.25,372534,352132.7,355061.9,95.802,0.5,3,32.9,35.1,1147.45,1863.23,516.72,101622,50734284,861.4,,94.527,94.982,95.62,95.529,95.347,95.438,3.3,3.3,3,3,2.9,2.9,2074.64,2150.06,1869.41,1790.95,1825.88,1858.8,511.55,488.16,461.47,471.45,497.85,501.07,,,,,,,3.25,3.25,3.25,3.25,3.25,3.25,34.7,31.3,31.3,31.3,32.9,32.9,826.9,839.7,839.7,839.7,861.4,861.4,368841.5,370782.8,370782.8,370782.8,372534,372534,1081.27,1059.5,1073.17,1118.61,1155.45,1132.31,1086.84,69393,68582,69375,65410,70235,71993,267.4,609.5,94.1,95.7,1.8,29629,0.1,15.65,0,15.14,0,0,0,0.364,0,0,0,4.43,16565,0,,32.92,1758
121,2012년 1월,3.25,375799.3,355987.3,359499.5,96.184,0.9,3.5,33.8,34.7,1145.85,1891.01,532.84,37051,50750837,862.9,62.76373563,94.982,95.62,95.529,95.347,95.438,95.802,3.3,3,3,2.9,2.9,3,2150.06,1869.41,1790.95,1825.88,1858.8,1863.23,488.16,461.47,471.45,497.85,501.07,516.72,,,,,,,3.25,3.25,3.25,3.25,3.25,3.25,31.3,31.3,31.3,32.9,32.9,32.9,839.7,839.7,839.7,861.4,861.4,861.4,370782.8,370782.8,370782.8,372534,372534,372534,1059.5,1073.17,1118.61,1155.45,1132.31,1147.45,1083.54,68582,69375,65410,70235,71993,101622,271.2,575.7,94.3,95.5,3.8,-64571,0.5,16.12,0,-1.6,3265.3,3854.6,4437.6,0.382,0.4,0.9,-0.4,27.78,16553,1.5,,4.43,29629
122,2012년 2월,3.25,375799.3,355987.3,359499.5,96.549,0.9,4.2,33.8,34.7,1123.35,2003.23,532.37,53911,50767313,862.9,62.84313532,95.62,95.529,95.347,95.438,95.802,96.184,3,3,2.9,2.9,3,3.5,1869.41,1790.95,1825.88,1858.8,1863.23,1891.01,461.47,471.45,497.85,501.07,516.72,532.84,,,,,,62.76373563,3.25,3.25,3.25,3.25,3.25,3.25,31.3,31.3,32.9,32.9,32.9,33.8,839.7,839.7,861.4,861.4,861.4,862.9,370782.8,370782.8,372534,372534,372534,375799.3,1073.17,1118.61,1155.45,1132.31,1147.45,1145.85,1081.27,69375,65410,70235,71993,101622,37051,263.9,570.6,94.3,95.4,-7.3,16860,0.7,-0.47,0,-22.5,0,0,0,0.365,0,0,0,112.22,16476,0,0.0793997,27.78,-64571
123,2012년 3월,3.25,375799.3,355987.3,359499.5,96.576,0.9,3.7,33.8,34.7,1125.9,2023.41,495.47,62724,50783029,862.9,62.90908868,95.529,95.347,95.438,95.802,96.184,96.549,3,2.9,2.9,3,3.5,4.2,1790.95,1825.88,1858.8,1863.23,1891.01,2003.23,471.45,497.85,501.07,516.72,532.84,532.37,,,,,62.76373563,62.84313532,3.25,3.25,3.25,3.25,3.25,3.25,31.3,32.9,32.9,32.9,33.8,33.8,839.7,861.4,861.4,861.4,862.9,862.9,370782.8,372534,372534,372534,375799.3,375799.3,1118.61,1155.45,1132.31,1147.45,1145.85,1123.35,1059.5,65410,70235,71993,101622,37051,53911,262.9,564.7,94.4,95.1,-1,8813,-0.5,-36.9,0,2.55,0,0,0,0.027,0,0,0,20.18,15716,0,0.0659534,112.22,16860
124,2012년 4월,3.25,377917.1,357987.7,362793.9,96.567,0.6,3.5,31.8,35.1,1135.55,1995.92,474.83,59882,50801531,875,62.99281792,95.347,95.438,95.802,96.184,96.549,96.576,2.9,2.9,3,3.5,4.2,3.7,1825.88,1858.8,1863.23,1891.01,2003.23,2023.41,497.85,501.07,516.72,532.84,532.37,495.47,,,,62.76373563,62.84313532,62.90908868,3.25,3.25,3.25,3.25,3.25,3.25,32.9,32.9,32.9,33.8,33.8,33.8,861.4,861.4,861.4,862.9,862.9,862.9,372534,372534,372534,375799.3,375799.3,375799.3,1155.45,1132.31,1147.45,1145.85,1123.35,1125.9,1073.17,70235,71993,101622,37051,53911,62724,264.2,583.4,94.3,94.6,1.3,-2842,-0.2,-20.64,0,9.65,2117.8,2000.4,3294.4,-0.009,-0.3,-2,0.4,-27.49,18502,12.1,0.0837292,20.18,8813
125,2012년 5월,3.25,377917.1,357987.7,362793.9,96.74,0.6,3.1,31.8,35.1,1154.27,1886.35,474.78,61420,50819380,875,63.09687758,95.438,95.802,96.184,96.549,96.576,96.567,2.9,3,3.5,4.2,3.7,3.5,1858.8,1863.23,1891.01,2003.23,2023.41,1995.92,501.07,516.72,532.84,532.37,495.47,474.83,,,62.76373563,62.84313532,62.90908868,62.99281792,3.25,3.25,3.25,3.25,3.25,3.25,32.9,32.9,33.8,33.8,33.8,31.8,861.4,861.4,862.9,862.9,862.9,875,372534,372534,375799.3,375799.3,375799.3,377917.1,1132.31,1147.45,1145.85,1123.35,1125.9,1135.55,1118.61,71993,101622,37051,53911,62724,59882,270.2,592.9,94.2,94.2,6,1538,-0.4,-0.05,0,18.72,0,0,0,0.173,0,0,0,-109.57,17849,0,0.10406,-27.49,-2842
126,2012년 6월,3.25,377917.1,357987.7,362793.9,96.603,0.6,3.2,31.8,35.1,1165.51,1848.6,480.6,51515,50832898,875,63.24930301,95.802,96.184,96.549,96.576,96.567,96.74,3,3.5,4.2,3.7,3.5,3.1,1863.23,1891.01,2003.23,2023.41,1995.92,1886.35,516.72,532.84,532.37,495.47,474.83,474.78,,62.76373563,62.84313532,62.90908868,62.99281792,63.09687758,3.25,3.25,3.25,3.25,3.25,3.25,32.9,33.8,33.8,33.8,31.8,31.8,861.4,862.9,862.9,862.9,875,875,372534,375799.3,375799.3,375799.3,377917.1,377917.1,1147.45,1145.85,1123.35,1125.9,1135.55,1154.27,1155.45,101622,37051,53911,62724,59882,61420,257.1,557.2,94,93.8,-13.1,-9905,0.1,5.82,0,11.24,0,0,0,-0.137,0,0,0,-37.75,13518,0,0.152425,-109.57,1538
127,2012년 7월,3,379552.7,363294.2,366827.3,96.385,0.4,3.1,29.7,34.1,1143.36,1826.75,485.39,54893,50851082,885.7,63.33981783,96.184,96.549,96.576,96.567,96.74,96.603,3.5,4.2,3.7,3.5,3.1,3.2,1891.01,2003.23,2023.41,1995.92,1886.35,1848.6,532.84,532.37,495.47,474.83,474.78,480.6,62.76373563,62.84313532,62.90908868,62.99281792,63.09687758,63.24930301,3.25,3.25,3.25,3.25,3.25,3.25,33.8,33.8,33.8,31.8,31.8,31.8,862.9,862.9,862.9,875,875,875,375799.3,375799.3,375799.3,377917.1,377917.1,377917.1,1145.85,1123.35,1125.9,1135.55,1154.27,1165.51,1132.31,37051,53911,62724,59882,61420,51515,251.1,548.9,93.8,93.3,-6,3378,-0.1,4.79,-0.25,-22.15,1635.6,5306.5,4033.4,-0.218,-0.2,-2.1,-1,-21.85,18184,10.7,0.0905148,-37.75,-9905
128,2012년 8월,3,379552.7,363294.2,366827.3,96.831,0.4,3,29.7,34.1,1131.69,1918.91,518.73,50098,50871606,885.7,63.52717961,96.549,96.576,96.567,96.74,96.603,96.385,4.2,3.7,3.5,3.1,3.2,3.1,2003.23,2023.41,1995.92,1886.35,1848.6,1826.75,532.37,495.47,474.83,474.78,480.6,485.39,62.84313532,62.90908868,62.99281792,63.09687758,63.24930301,63.33981783,3.25,3.25,3.25,3.25,3.25,3,33.8,33.8,31.8,31.8,31.8,29.7,862.9,862.9,875,875,875,885.7,375799.3,375799.3,377917.1,377917.1,377917.1,379552.7,1123.35,1125.9,1135.55,1154.27,1165.51,1143.36,1147.45,53911,62724,59882,61420,51515,54893,254.7,534.8,93.5,92.8,3.6,-4795,-0.1,33.34,0,-11.67,0,0,0,0.446,0,0,0,92.16,20524,0,0.187362,-21.85,3378
129,2012년 9월,3,379552.7,363294.2,366827.3,97.523,0.4,2.9,29.7,34.1,1124.78,1961.29,523.96,44339,50891223,885.7,63.90376304,96.576,96.567,96.74,96.603,96.385,96.831,3.7,3.5,3.1,3.2,3.1,3,2023.41,1995.92,1886.35,1848.6,1826.75,1918.91,495.47,474.83,474.78,480.6,485.39,518.73,62.90908868,62.99281792,63.09687758,63.24930301,63.33981783,63.52717961,3.25,3.25,3.25,3.25,3,3,33.8,31.8,31.8,31.8,29.7,29.7,862.9,875,875,875,885.7,885.7,375799.3,377917.1,377917.1,377917.1,379552.7,379552.7,1125.9,1135.55,1154.27,1165.51,1143.36,1131.69,1145.85,62724,59882,61420,51515,54893,50098,270.4,563.4,93.3,92.3,15.7,-5759,-0.1,5.23,0,-6.91,0,0,0,0.692,0,0,0,42.38,19617,0,0.376583,92.16,-4795
130,2012년 10월,2.75,381467.5,363255.6,366536.7,97.341,0.5,2.8,29.1,34.2,1106.93,1942.19,503.9,66258,50912264,905.9,64.32268993,96.567,96.74,96.603,96.385,96.831,97.523,3.5,3.1,3.2,3.1,3,2.9,1995.92,1886.35,1848.6,1826.75,1918.91,1961.29,474.83,474.78,480.6,485.39,518.73,523.96,62.99281792,63.09687758,63.24930301,63.33981783,63.52717961,63.90376304,3.25,3.25,3.25,3,3,3,31.8,31.8,31.8,29.7,29.7,29.7,875,875,875,885.7,885.7,885.7,377917.1,377917.1,377917.1,379552.7,379552.7,379552.7,1135.55,1154.27,1165.51,1143.36,1131.69,1124.78,1123.35,59882,61420,51515,54893,50098,44339,277.6,571.5,93.1,91.9,7.2,21919,-0.1,-20.06,-0.25,-17.85,1914.8,-38.6,-290.6,-0.182,0.1,-0.6,0.1,-19.1,21041,20.2,0.418927,42.38,-5759
131,2012년 11월,2.75,381467.5,363255.6,366536.7,96.995,0.5,2.8,29.1,34.2,1087.52,1904.7,488.59,70833,50930805,905.9,64.68642339,96.74,96.603,96.385,96.831,97.523,97.341,3.1,3.2,3.1,3,2.9,2.8,1886.35,1848.6,1826.75,1918.91,1961.29,1942.19,474.78,480.6,485.39,518.73,523.96,503.9,63.09687758,63.24930301,63.33981783,63.52717961,63.90376304,64.32268993,3.25,3.25,3,3,3,2.75,31.8,31.8,29.7,29.7,29.7,29.1,875,875,885.7,885.7,885.7,905.9,377917.1,377917.1,379552.7,379552.7,379552.7,381467.5,1154.27,1165.51,1143.36,1131.69,1124.78,1106.93,1125.9,61420,51515,54893,50098,44339,66258,274.1,574.1,93,91.6,-3.5,4575,0,-15.31,0,-19.41,0,0,0,-0.346,0,0,0,-37.49,18541,0,0.363733,-19.1,21919
132,2012년 12월,2.75,381467.5,363255.6,366536.7,97.168,0.5,2.9,29.1,34.2,1076.97,1973.84,508.58,103790,50948272,905.9,65.0067314,96.603,96.385,96.831,97.523,97.341,96.995,3.2,3.1,3,2.9,2.8,2.8,1848.6,1826.75,1918.91,1961.29,1942.19,1904.7,480.6,485.39,518.73,523.96,503.9,488.59,63.24930301,63.33981783,63.52717961,63.90376304,64.32268993,64.68642339,3.25,3,3,3,2.75,2.75,31.8,29.7,29.7,29.7,29.1,29.1,875,885.7,885.7,885.7,905.9,905.9,377917.1,379552.7,379552.7,379552.7,381467.5,381467.5,1165.51,1143.36,1131.69,1124.78,1106.93,1087.52,1135.55,51515,54893,50098,44339,66258,70833,271.1,575.4,92.8,91.1,-3,32957,0.1,19.99,0,-10.55,0,0,0,0.173,0,0,0,69.14,17467,0,0.320308,-37.49,4575
133,2013년 1월,2.75,384831,367763.8,370296.2,97.751,0.9,3.4,30.1,34.6,1065.35,1986.1,515.55,39477,50965180,909,65.37509028,96.385,96.831,97.523,97.341,96.995,97.168,3.1,3,2.9,2.8,2.8,2.9,1826.75,1918.91,1961.29,1942.19,1904.7,1973.84,485.39,518.73,523.96,503.9,488.59,508.58,63.33981783,63.52717961,63.90376304,64.32268993,64.68642339,65.0067314,3,3,3,2.75,2.75,2.75,29.7,29.7,29.7,29.1,29.1,29.1,885.7,885.7,885.7,905.9,905.9,905.9,379552.7,379552.7,379552.7,381467.5,381467.5,381467.5,1143.36,1131.69,1124.78,1106.93,1087.52,1076.97,1154.27,54893,50098,44339,66258,70833,103790,274.4,577.2,92.5,90.7,3.3,-64313,0.5,6.97,0,-11.62,3363.5,4508.2,3759.5,0.583,0.4,1,0.4,12.26,16908,3.1,0.368359,69.14,32957
134,2013년 2월,2.75,384831,367763.8,370296.2,98.078,0.9,3.9,30.1,34.6,1086.68,1979.85,547.08,48592,50991003,909,65.70192818,96.831,97.523,97.341,96.995,97.168,97.751,3,2.9,2.8,2.8,2.9,3.4,1918.91,1961.29,1942.19,1904.7,1973.84,1986.1,518.73,523.96,503.9,488.59,508.58,515.55,63.52717961,63.90376304,64.32268993,64.68642339,65.0067314,65.37509028,3,3,2.75,2.75,2.75,2.75,29.7,29.7,29.1,29.1,29.1,30.1,885.7,885.7,905.9,905.9,905.9,909,379552.7,379552.7,381467.5,381467.5,381467.5,384831,1131.69,1124.78,1106.93,1087.52,1076.97,1065.35,1165.51,50098,44339,66258,70833,103790,39477,278,578.4,92.4,90.4,3.6,9115,0.5,31.53,0,21.33,0,0,0,0.327,0,0,0,-6.25,25823,0,0.326838,12.26,-64313
135,2013년 3월,2.75,384831,367763.8,370296.2,97.987,0.9,3.5,30.1,34.6,1102.2,1990.24,551.68,62934,51003843,909,66.0657087,97.523,97.341,96.995,97.168,97.751,98.078,2.9,2.8,2.8,2.9,3.4,3.9,1961.29,1942.19,1904.7,1973.84,1986.1,1979.85,523.96,503.9,488.59,508.58,515.55,547.08,63.90376304,64.32268993,64.68642339,65.0067314,65.37509028,65.70192818,3,2.75,2.75,2.75,2.75,2.75,29.7,29.1,29.1,29.1,30.1,30.1,885.7,905.9,905.9,905.9,909,909,379552.7,381467.5,381467.5,381467.5,384831,384831,1124.78,1106.93,1087.52,1076.97,1065.35,1086.68,1143.36,44339,66258,70833,103790,39477,48592,284.5,563.3,92.3,90.3,6.5,14342,-0.4,4.6,0,15.52,0,0,0,-0.091,0,0,0,10.39,12840,0,0.363781,-6.25,9115
136,2013년 4월,2.75,389358.3,374293.6,376886.6,97.851,1.2,3.2,29,35.1,1121.83,1938.88,571.9,77082,51018468,926.3,66.42027826,97.341,96.995,97.168,97.751,98.078,97.987,2.8,2.8,2.9,3.4,3.9,3.5,1942.19,1904.7,1973.84,1986.1,1979.85,1990.24,503.9,488.59,508.58,515.55,547.08,551.68,64.32268993,64.68642339,65.0067314,65.37509028,65.70192818,66.0657087,2.75,2.75,2.75,2.75,2.75,2.75,29.1,29.1,29.1,30.1,30.1,30.1,905.9,905.9,905.9,909,909,909,381467.5,381467.5,381467.5,384831,384831,384831,1106.93,1087.52,1076.97,1065.35,1086.68,1102.2,1131.69,66258,70833,103790,39477,48592,62934,288.8,567.9,92.4,90.3,4.3,14148,-0.3,20.22,0,19.63,4527.3,6529.8,6590.4,-0.136,0.3,-1.1,0.5,-51.36,14625,17.3,0.35457,10.39,14342
137,2013년 5월,2.5,389358.3,374293.6,376886.6,97.851,1.2,3,29,35.1,1110.67,1974.45,530.76,89599,51034494,926.3,66.53378596,96.995,97.168,97.751,98.078,97.987,97.851,2.8,2.9,3.4,3.9,3.5,3.2,1904.7,1973.84,1986.1,1979.85,1990.24,1938.88,488.59,508.58,515.55,547.08,551.68,571.9,64.68642339,65.0067314,65.37509028,65.70192818,66.0657087,66.42027826,2.75,2.75,2.75,2.75,2.75,2.75,29.1,29.1,30.1,30.1,30.1,29,905.9,905.9,909,909,909,926.3,381467.5,381467.5,384831,384831,384831,389358.3,1087.52,1076.97,1065.35,1086.68,1102.2,1121.83,1124.78,70833,103790,39477,48592,62934,77082,283.6,553.7,92.6,90.5,-5.2,12517,-0.2,-41.14,-0.25,-11.16,0,0,0,0,0,0,0,35.57,16026,0,0.113508,-51.36,14148
138,2013년 6월,2.5,389358.3,374293.6,376886.6,97.732,1.2,3.1,29,35.1,1135.21,1884.41,534.23,119495,51047880,926.3,66.68215657,97.168,97.751,98.078,97.987,97.851,97.851,2.9,3.4,3.9,3.5,3.2,3,1973.84,1986.1,1979.85,1990.24,1938.88,1974.45,508.58,515.55,547.08,551.68,571.9,530.76,65.0067314,65.37509028,65.70192818,66.0657087,66.42027826,66.53378596,2.75,2.75,2.75,2.75,2.75,2.5,29.1,30.1,30.1,30.1,29,29,905.9,909,909,909,926.3,926.3,381467.5,384831,384831,384831,389358.3,389358.3,1076.97,1065.35,1086.68,1102.2,1121.83,1110.67,1106.93,103790,39477,48592,62934,77082,89599,273.3,546.2,92.6,90.3,-10.3,29896,0.1,3.47,0,24.54,0,0,0,-0.119,0,0,0,-90.04,13386,0,0.148371,35.57,12517
139,2013년 7월,2.5,392697.2,379137.9,381144.4,97.942,0.9,3.1,29.6,34.7,1127.23,1871.77,540.91,55342,51064841,938.9,66.96885308,97.751,98.078,97.987,97.851,97.851,97.732,3.4,3.9,3.5,3.2,3,3.1,1986.1,1979.85,1990.24,1938.88,1974.45,1884.41,515.55,547.08,551.68,571.9,530.76,534.23,65.37509028,65.70192818,66.0657087,66.42027826,66.53378596,66.68215657,2.75,2.75,2.75,2.75,2.5,2.5,30.1,30.1,30.1,29,29,29,909,909,909,926.3,926.3,926.3,384831,384831,384831,389358.3,389358.3,389358.3,1065.35,1086.68,1102.2,1121.83,1110.67,1135.21,1087.52,39477,48592,62934,77082,89599,119495,272.3,508.7,92.5,89.9,-1,-64153,0,6.68,0,-7.98,3338.9,4844.3,4257.8,0.21,-0.3,0.6,-0.4,-12.64,16961,12.6,0.286697,-90.04,29896
140,2013년 8월,2.5,392697.2,379137.9,381144.4,98.288,0.9,3,29.6,34.7,1116.98,1896.96,527.96,53390,51081507,938.9,67.42466655,98.078,97.987,97.851,97.851,97.732,97.942,3.9,3.5,3.2,3,3.1,3.1,1979.85,1990.24,1938.88,1974.45,1884.41,1871.77,547.08,551.68,571.9,530.76,534.23,540.91,65.70192818,66.0657087,66.42027826,66.53378596,66.68215657,66.96885308,2.75,2.75,2.75,2.5,2.5,2.5,30.1,30.1,29,29,29,29.6,909,909,926.3,926.3,926.3,938.9,384831,384831,389358.3,389358.3,389358.3,392697.2,1086.68,1102.2,1121.83,1110.67,1135.21,1127.23,1076.97,48592,62934,77082,89599,119495,55342,295.1,534.5,92.4,89.5,22.8,-1952,-0.1,-12.95,0,-10.25,0,0,0,0.346,0,0,0,25.19,16666,0,0.455813,-12.64,-64153
141,2013년 9월,2.5,392697.2,379137.9,381144.4,98.479,0.9,2.7,29.6,34.7,1087.35,1984.39,530.55,55564,51098531,938.9,67.82491391,97.987,97.851,97.851,97.732,97.942,98.288,3.5,3.2,3,3.1,3.1,3,1990.24,1938.88,1974.45,1884.41,1871.77,1896.96,551.68,571.9,530.76,534.23,540.91,527.96,66.0657087,66.42027826,66.53378596,66.68215657,66.96885308,67.42466655,2.75,2.75,2.5,2.5,2.5,2.5,30.1,29,29,29,29.6,29.6,909,926.3,926.3,926.3,938.9,938.9,384831,389358.3,389358.3,389358.3,392697.2,392697.2,1102.2,1121.83,1110.67,1135.21,1127.23,1116.98,1065.35,62934,77082,89599,119495,55342,53390,305.5,535.5,92.5,89.5,10.4,2174,-0.3,2.59,0,-29.63,0,0,0,0.191,0,0,0,87.43,17024,0,0.400247,25.19,-1952
142,2013년 10월,2.5,395787.2,380799.9,383298.4,98.179,0.8,2.7,30.2,34.8,1066.8,2029.68,513.81,89955,51115702,960.6,68.17274876,97.851,97.851,97.732,97.942,98.288,98.479,3.2,3,3.1,3.1,3,2.7,1938.88,1974.45,1884.41,1871.77,1896.96,1984.39,571.9,530.76,534.23,540.91,527.96,530.55,66.42027826,66.53378596,66.68215657,66.96885308,67.42466655,67.82491391,2.75,2.5,2.5,2.5,2.5,2.5,29,29,29,29.6,29.6,29.6,926.3,926.3,926.3,938.9,938.9,938.9,389358.3,389358.3,389358.3,392697.2,392697.2,392697.2,1121.83,1110.67,1135.21,1127.23,1116.98,1087.35,1086.68,77082,89599,119495,55342,53390,55564,298,546.8,92.7,89.8,-7.5,34391,0,-16.74,0,-20.55,3090,1662,2154,-0.3,-0.1,0.6,0.1,45.29,17171,21.7,0.347835,87.43,2174
