idx,날짜,기준금리(%),국내총생산(시장가격 GDP)(십억원),국내총소득(GDI),국민총소득(GNI),소비자물가지수(2015 = 100),경제성장률(%),실업률(%),국내총투자율(%),총저축률(%),원/미국달러(매매기준율 평균 원),KOSPI(평균),KOSDAQ(평균),아파트 거래량 매매(전국),총 인구(명),가계대출(조원),평균전세가율(전국),소비자물가지수(2015 = 100)(lag6),소비자물가지수(2015 = 100)(lag5),소비자물가지수(2015 = 100)(lag4),소비자물가지수(2015 = 100)(lag3),소비자물가지수(2015 = 100)(lag2),소비자물가지수(2015 = 100)(lag1),실업률(%)(lag6),실업률(%)(lag5),실업률(%)(lag4),실업률(%)(lag3),실업률(%)(lag2),실업률(%)(lag1),KOSPI(평균)(lag6),KOSPI(평균)(lag5),KOSPI(평균)(lag4),KOSPI(평균)(lag3),KOSPI(평균)(lag2),KOSPI(평균)(lag1),KOSDAQ(평균)(lag6),KOSDAQ(평균)(lag5),KOSDAQ(평균)(lag4),KOSDAQ(평균)(lag3),KOSDAQ(평균)(lag2),KOSDAQ(평균)(lag1),평균전세가율(전국)(lag6),평균전세가율(전국)(lag5),평균전세가율(전국)(lag4),평균전세가율(전국)(lag3),평균전세가율(전국)(lag2),평균전세가율(전국)(lag1),기준금리(%)(lag6),기준금리(%)(lag5),기준금리(%)(lag4),기준금리(%)(lag3),기준금리(%)(lag2),기준금리(%)(lag1),국내총투자율(%)(lag6),국내총투자율(%)(lag5),국내총투자율(%)(lag4),국내총투자율(%)(lag3),국내총투자율(%)(lag2),국내총투자율(%)(lag1),가계대출(조원)(lag6),가계대출(조원)(lag5),가계대출(조원)(lag4),가계대출(조원)(lag3),가계대출(조원)(lag2),가계대출(조원)(lag1),국내총생산(시장가격 GDP)(십억원)(lag6),국내총생산(시장가격 GDP)(십억원)(lag5),국내총생산(시장가격 GDP)(십억원)(lag4),국내총생산(시장가격 GDP)(십억원)(lag3),국내총생산(시장가격 GDP)(십억원)(lag2),국내총생산(시장가격 GDP)(십억원)(lag1),원/미국달러(매매기준율 평균 원)(lag6),원/미국달러(매매기준율 평균 원)(lag5),원/미국달러(매매기준율 평균 원)(lag4),원/미국달러(매매기준율 평균 원)(lag3),원/미국달러(매매기준율 평균 원)(lag2),원/미국달러(매매기준율 평균 원)(lag1),원/미국달러(매매기준율 평균 원)(lag8),아파트 거래량 매매(전국)(lag6),아파트 거래량 매매(전국)(lag5),아파트 거래량 매매(전국)(lag4),아파트 거래량 매매(전국)(lag3),아파트 거래량 매매(전국)(lag2),아파트 거래량 매매(전국)(lag1),평균아파트매매가격(전국),평균아파트매매가격(서울),평균종합주택매매가격지수(전국),평균종합주택매매가격지수(서울),평균아파트매매가격(전국) (diff; order=1),아파트 거래량 매매(전국) (diff; order=1),실업률(%) (diff; order=1),KOSDAQ(평균) (diff; order=1),기준금리(%) (diff; order=1),원/미국달러(매매기준율 평균 원) (diff; order=1),국내총생산(시장가격 GDP)(십억원) (diff; order=1),국내총소득(GDI) (diff; order=1),국민총소득(GNI) (diff; order=1),소비자물가지수(2015 = 100) (diff; order=1),경제성장률(%) (diff; order=1),국내총투자율(%) (diff; order=1),총저축률(%) (diff; order=1),KOSPI(평균) (diff; order=1),총 인구(명) (diff; order=1),가계대출(조원) (diff; order=1),평균전세가율(전국) (diff; order=1),KOSPI(평균) (diff; order=1)(lag1),아파트 거래량 매매(전국) (diff; order=1)(lag1)
197,2018년 5월,1.5,451406.9,452966.9,454315.9,104.34,0.6,4,31.9,36,1076.39,2461.3,850.6,103149,51796179,1409.2,74.3421362,102.62,102.99,103.42,104.21,104.1,104.29,3.1,3.3,3.7,4.6,4.5,4.1,2533.51,2467.73,2520.94,2439.1,2451.57,2458.22,768.16,872.45,863.64,867.92,879.89,863.84,74.4098395,75.33813112,75.18496744,74.93986188,74.72630133,74.536188,1.5,1.5,1.5,1.5,1.5,1.5,32.7,32.7,32,32,32,31.9,1370.1,1370.1,1387.2,1387.2,1387.2,1409.2,443912.1,443912.1,448645.4,448645.4,448645.4,451406.9,1105.04,1085.78,1066.7,1079.58,1071.89,1067.76,1131.59,116412,114324,134312,113363,135730,101527,374.7,749.1,100.6,103.5,5.6,1622,-0.1,-13.24,0,8.63,0,0,0,0.05,0,0,0,3.08,6048,0,-0.194052,6.65,-34203
198,2018년 6월,1.5,451406.9,452966.9,454315.9,104.13,0.6,3.7,31.9,36,1092.8,2394.51,793.49,104209,51801449,1409.2,74.18880728,102.99,103.42,104.21,104.1,104.29,104.34,3.3,3.7,4.6,4.5,4.1,4,2467.73,2520.94,2439.1,2451.57,2458.22,2461.3,872.45,863.64,867.92,879.89,863.84,850.6,75.33813112,75.18496744,74.93986188,74.72630133,74.536188,74.3421362,1.5,1.5,1.5,1.5,1.5,1.5,32.7,32,32,32,31.9,31.9,1370.1,1387.2,1387.2,1387.2,1409.2,1409.2,443912.1,448645.4,448645.4,448645.4,451406.9,451406.9,1085.78,1066.7,1079.58,1071.89,1067.76,1076.39,1131.57,114324,134312,113363,135730,101527,103149,391,757.2,100.6,103.8,16.3,1060,-0.3,-57.11,0,16.41,0,0,0,-0.21,0,0,0,-66.79,5270,0,-0.153329,3.08,1622
199,2018년 7월,1.5,454011.9,453956.6,455907.2,103.93,0.6,3.7,30.3,36.3,1122.8,2284.25,786,108400,51806977,1427.2,74.05435575,103.42,104.21,104.1,104.29,104.34,104.13,3.7,4.6,4.5,4.1,4,3.7,2520.94,2439.1,2451.57,2458.22,2461.3,2394.51,863.64,867.92,879.89,863.84,850.6,793.49,75.18496744,74.93986188,74.72630133,74.536188,74.3421362,74.18880728,1.5,1.5,1.5,1.5,1.5,1.5,32,32,32,31.9,31.9,31.9,1387.2,1387.2,1387.2,1409.2,1409.2,1409.2,448645.4,448645.4,448645.4,451406.9,451406.9,451406.9,1066.7,1079.58,1071.89,1067.76,1076.39,1092.8,1105.04,134312,113363,135730,101527,103149,104209,444.5,862.8,100.6,104.1,53.5,4191,0,-7.49,0,30,2605,989.7,1591.3,-0.2,0,-1.6,0.3,-110.26,5528,18,-0.134452,-66.79,1060
200,2018년 8월,1.5,454011.9,453956.6,455907.2,104.85,0.6,4,30.3,36.3,1121.15,2283.8,824.62,102407,51812153,1427.2,73.92786804,104.21,104.1,104.29,104.34,104.13,103.93,4.6,4.5,4.1,4,3.7,3.7,2439.1,2451.57,2458.22,2461.3,2394.51,2284.25,867.92,879.89,863.84,850.6,793.49,786,74.93986188,74.72630133,74.536188,74.3421362,74.18880728,74.05435575,1.5,1.5,1.5,1.5,1.5,1.5,32,32,31.9,31.9,31.9,30.3,1387.2,1387.2,1409.2,1409.2,1409.2,1427.2,448645.4,448645.4,451406.9,451406.9,451406.9,454011.9,1079.58,1071.89,1067.76,1076.39,1092.8,1122.8,1085.78,113363,135730,101527,103149,104209,108400,530.6,879.2,100.6,104.7,86.1,-5993,0.3,38.62,0,-1.65,0,0,0,0.92,0,0,0,-0.45,5176,0,-0.126488,-110.26,4191
201,2018년 9월,1.5,454011.9,453956.6,455907.2,105.65,0.6,3.6,30.3,36.3,1120.6,2307.33,724.95,110688,51817851,1427.2,73.66067901,104.1,104.29,104.34,104.13,103.93,104.85,4.5,4.1,4,3.7,3.7,4,2451.57,2458.22,2461.3,2394.51,2284.25,2283.8,879.89,863.84,850.6,793.49,786,824.62,74.72630133,74.536188,74.3421362,74.18880728,74.05435575,73.92786804,1.5,1.5,1.5,1.5,1.5,1.5,32,31.9,31.9,31.9,30.3,30.3,1387.2,1409.2,1409.2,1409.2,1427.2,1427.2,448645.4,451406.9,451406.9,451406.9,454011.9,454011.9,1071.89,1067.76,1076.39,1092.8,1122.8,1121.15,1066.7,135730,101527,103149,104209,108400,102407,444,866.9,100.9,106,-86.6,8281,-0.4,-99.67,0,-0.55,0,0,0,0.8,0,0,0,23.53,5698,0,-0.267189,-0.45,-5993
202,2018년 10월,1.5,457941.1,452777.5,454818.9,105.46,0.9,3.5,31.6,35.5,1130.81,2153.48,687.78,124697,51821881,1446.6,73.51036437,104.29,104.34,104.13,103.93,104.85,105.65,4.1,4,3.7,3.7,4,3.6,2458.22,2461.3,2394.51,2284.25,2283.8,2307.33,863.84,850.6,793.49,786,824.62,724.95,74.536188,74.3421362,74.18880728,74.05435575,73.92786804,73.66067901,1.5,1.5,1.5,1.5,1.5,1.5,31.9,31.9,31.9,30.3,30.3,30.3,1409.2,1409.2,1409.2,1427.2,1427.2,1427.2,451406.9,451406.9,451406.9,454011.9,454011.9,454011.9,1067.76,1076.39,1092.8,1122.8,1121.15,1120.6,1079.58,101527,103149,104209,108400,102407,110688,364.9,822.7,101.1,106.6,-79.1,14009,-0.1,-37.17,0,10.21,3929.2,-1179.1,-1088.3,-0.19,0.3,1.3,-0.8,-153.85,4030,19.4,-0.150315,23.53,8281
203,2018년 11월,1.75,457941.1,452777.5,454818.9,104.71,0.9,3.2,31.6,35.5,1128.58,2083.33,676.49,98117,51824477,1446.6,73.43557842,104.34,104.13,103.93,104.85,105.65,105.46,4,3.7,3.7,4,3.6,3.5,2461.3,2394.51,2284.25,2283.8,2307.33,2153.48,850.6,793.49,786,824.62,724.95,687.78,74.3421362,74.18880728,74.05435575,73.92786804,73.66067901,73.51036437,1.5,1.5,1.5,1.5,1.5,1.5,31.9,31.9,30.3,30.3,30.3,31.6,1409.2,1409.2,1427.2,1427.2,1427.2,1446.6,451406.9,451406.9,454011.9,454011.9,454011.9,457941.1,1076.39,1092.8,1122.8,1121.15,1120.6,1130.81,1071.89,103149,104209,108400,102407,110688,124697,341.5,826.7,101.2,106.8,-23.4,-26580,-0.3,-11.29,0.25,-2.23,0,0,0,-0.75,0,0,0,-70.15,2596,0,-0.074786,-153.85,14009
204,2018년 12월,1.75,457941.1,452777.5,454818.9,104.35,0.9,3.4,31.6,35.5,1122.9,2070.13,690.46,84742,51826059,1446.6,73.36436185,104.13,103.93,104.85,105.65,105.46,104.71,3.7,3.7,4,3.6,3.5,3.2,2394.51,2284.25,2283.8,2307.33,2153.48,2083.33,793.49,786,824.62,724.95,687.78,676.49,74.18880728,74.05435575,73.92786804,73.66067901,73.51036437,73.43557842,1.5,1.5,1.5,1.5,1.5,1.75,31.9,30.3,30.3,30.3,31.6,31.6,1409.2,1427.2,1427.2,1427.2,1446.6,1446.6,451406.9,454011.9,454011.9,454011.9,457941.1,457941.1,1092.8,1122.8,1121.15,1120.6,1130.81,1128.58,1067.76,104209,108400,102407,110688,124697,98117,336.4,811.2,101.2,106.8,-5.1,-13375,0.2,13.97,0,-5.68,0,0,0,-0.36,0,0,0,-13.2,1582,0,-0.0712166,-70.15,-26580
205,2019년 1월,1.75,456385.5,453625,455085.5,104.24,-0.3,4.5,30.6,34.7,1122,2101.98,739.71,91868,51826287,1451.7,71.59757139,103.93,104.85,105.65,105.46,104.71,104.35,3.7,4,3.6,3.5,3.2,3.4,2284.25,2283.8,2307.33,2153.48,2083.33,2070.13,786,824.62,724.95,687.78,676.49,690.46,74.05435575,73.92786804,73.66067901,73.51036437,73.43557842,73.36436185,1.5,1.5,1.5,1.5,1.75,1.75,30.3,30.3,30.3,31.6,31.6,31.6,1427.2,1427.2,1427.2,1446.6,1446.6,1446.6,454011.9,454011.9,454011.9,457941.1,457941.1,457941.1,1122.8,1121.15,1120.6,1130.81,1128.58,1122.9,1076.39,108400,102407,110688,124697,98117,84742,327.1,816.4,101.1,106.6,-9.3,7126,1.1,49.25,0,-0.9,-1555.6,847.5,266.6,-0.11,-1.2,-1,-0.8,31.85,228,5.1,-1.76679,-13.2,-13375
206,2019년 2월,1.75,456385.5,453625,455085.5,104.69,-0.3,4.7,30.6,34.7,1122.45,2210.2,742.44,78825,51829538,1451.7,71.55131267,104.85,105.65,105.46,104.71,104.35,104.24,4,3.6,3.5,3.2,3.4,4.5,2283.8,2307.33,2153.48,2083.33,2070.13,2101.98,824.62,724.95,687.78,676.49,690.46,739.71,73.92786804,73.66067901,73.51036437,73.43557842,73.36436185,71.59757139,1.5,1.5,1.5,1.75,1.75,1.75,30.3,30.3,31.6,31.6,31.6,30.6,1427.2,1427.2,1446.6,1446.6,1446.6,1451.7,454011.9,454011.9,457941.1,457941.1,457941.1,456385.5,1121.15,1120.6,1130.81,1128.58,1122.9,1122,1092.8,102407,110688,124697,98117,84742,91868,317.1,844.7,100.9,106.4,-10,-13043,0.2,2.73,0,0.45,0,0,0,0.45,0,0,0,108.22,3251,0,-0.0462587,31.85,7126
207,2019년 3월,1.75,456385.5,453625,455085.5,104.49,-0.3,4.3,30.6,34.7,1130.72,2161.91,755.68,90720,51833175,1451.7,71.51857437,105.65,105.46,104.71,104.35,104.24,104.69,3.6,3.5,3.2,3.4,4.5,4.7,2307.33,2153.48,2083.33,2070.13,2101.98,2210.2,724.95,687.78,676.49,690.46,739.71,742.44,73.66067901,73.51036437,73.43557842,73.36436185,71.59757139,71.55131267,1.5,1.5,1.75,1.75,1.75,1.75,30.3,31.6,31.6,31.6,30.6,30.6,1427.2,1446.6,1446.6,1446.6,1451.7,1451.7,454011.9,457941.1,457941.1,457941.1,456385.5,456385.5,1120.6,1130.81,1128.58,1122.9,1122,1122.45,1122.8,110688,124697,98117,84742,91868,78825,333.7,889,100.8,106.2,16.6,11895,-0.4,13.24,0,8.27,0,0,0,-0.2,0,0,0,-48.29,3637,0,-0.0327383,108.22,-13043
208,2019년 4월,1.75,461013.9,450757,454175.4,104.87,1,4.4,32.3,34.7,1140.95,2212.12,715.13,89977,51836763,1468,71.49878392,105.46,104.71,104.35,104.24,104.69,104.49,3.5,3.2,3.4,4.5,4.7,4.3,2153.48,2083.33,2070.13,2101.98,2210.2,2161.91,687.78,676.49,690.46,739.71,742.44,755.68,73.51036437,73.43557842,73.36436185,71.59757139,71.55131267,71.51857437,1.5,1.75,1.75,1.75,1.75,1.75,31.6,31.6,31.6,30.6,30.6,30.6,1446.6,1446.6,1446.6,1451.7,1451.7,1451.7,457941.1,457941.1,457941.1,456385.5,456385.5,456385.5,1130.81,1128.58,1122.9,1122,1122.45,1130.72,1121.15,124697,98117,84742,91868,78825,90720,362.3,981.6,100.6,106,28.6,-743,0.1,-40.55,0,10.23,4628.4,-2868,-910.1,0.38,1.3,1.7,0,50.21,3588,16.3,-0.0197905,-48.29,11895
209,2019년 5월,1.75,461013.9,450757,454175.4,105.05,1,4,32.3,34.7,1183.29,2086.9,714.47,82498,51840339,1468,71.50328523,104.71,104.35,104.24,104.69,104.49,104.87,3.2,3.4,4.5,4.7,4.3,4.4,2083.33,2070.13,2101.98,2210.2,2161.91,2212.12,676.49,690.46,739.71,742.44,755.68,715.13,73.43557842,73.36436185,71.59757139,71.55131267,71.51857437,71.49878392,1.75,1.75,1.75,1.75,1.75,1.75,31.6,31.6,30.6,30.6,30.6,32.3,1446.6,1446.6,1451.7,1451.7,1451.7,1468,457941.1,457941.1,456385.5,456385.5,456385.5,461013.9,1128.58,1122.9,1122,1122.45,1130.72,1140.95,1120.6,98117,84742,91868,78825,90720,89977,412.5,1065.7,100.4,105.9,50.2,-7479,-0.4,-0.66,0,42.34,0,0,0,0.18,0,0,0,-125.22,3576,0,0.00450131,50.21,-743
210,2019년 6월,1.75,461013.9,450757,454175.4,104.88,1,4,32.3,34.7,1175.62,2105.3,667.48,82119,51842636,1468,71.48839645,104.35,104.24,104.69,104.49,104.87,105.05,3.4,4.5,4.7,4.3,4.4,4,2070.13,2101.98,2210.2,2161.91,2212.12,2086.9,690.46,739.71,742.44,755.68,715.13,714.47,73.36436185,71.59757139,71.55131267,71.51857437,71.49878392,71.50328523,1.75,1.75,1.75,1.75,1.75,1.75,31.6,30.6,30.6,30.6,32.3,32.3,1446.6,1451.7,1451.7,1451.7,1468,1468,457941.1,456385.5,456385.5,456385.5,461013.9,461013.9,1122.9,1122,1122.45,1130.72,1140.95,1183.29,1130.81,84742,91868,78825,90720,89977,82498,478.9,1099.4,100.3,105.9,66.4,-379,0,-46.99,0,-7.67,0,0,0,-0.17,0,0,0,18.4,2297,0,-0.0148888,-125.22,-7479
211,2019년 7월,1.5,462744.8,450727.7,455991,104.56,0.4,3.9,30.9,35,1175.31,2079.48,595.05,104299,51845612,1481.4,71.4788155,104.24,104.69,104.49,104.87,105.05,104.88,4.5,4.7,4.3,4.4,4,4,2101.98,2210.2,2161.91,2212.12,2086.9,2105.3,739.71,742.44,755.68,715.13,714.47,667.48,71.59757139,71.55131267,71.51857437,71.49878392,71.50328523,71.48839645,1.75,1.75,1.75,1.75,1.75,1.75,30.6,30.6,30.6,32.3,32.3,32.3,1451.7,1451.7,1451.7,1468,1468,1468,456385.5,456385.5,456385.5,461013.9,461013.9,461013.9,1122,1122.45,1130.72,1140.95,1183.29,1175.62,1128.58,91868,78825,90720,89977,82498,82119,500.9,1072,100.2,105.9,22,22180,-0.1,-72.43,-0.25,-0.31,1730.9,-29.3,1815.6,-0.32,-0.6,-1.4,0.3,-25.82,2976,13.4,-0.00958095,18.4,-379
212,2019년 8월,1.5,462744.8,450727.7,455991,104.81,0.4,3,30.9,35,1208.98,1944.24,632.96,107575,51847538,1481.4,71.48536377,104.69,104.49,104.87,105.05,104.88,104.56,4.7,4.3,4.4,4,4,3.9,2210.2,2161.91,2212.12,2086.9,2105.3,2079.48,742.44,755.68,715.13,714.47,667.48,595.05,71.55131267,71.51857437,71.49878392,71.50328523,71.48839645,71.4788155,1.75,1.75,1.75,1.75,1.75,1.5,30.6,30.6,32.3,32.3,32.3,30.9,1451.7,1451.7,1468,1468,1468,1481.4,456385.5,456385.5,461013.9,461013.9,461013.9,462744.8,1122.45,1130.72,1140.95,1183.29,1175.62,1175.31,1122.9,78825,90720,89977,82498,82119,104299,456.7,1022,100.1,106.1,-44.2,3276,-0.9,37.91,0,33.67,0,0,0,0.25,0,0,0,-135.24,1926,0,0.00654827,-25.82,22180
213,2019년 9월,1.5,462744.8,450727.7,455991,105.2,0.4,3.1,30.9,35,1197.55,2045.21,644.97,102477,51849253,1481.4,71.51389807,104.49,104.87,105.05,104.88,104.56,104.81,4.3,4.4,4,4,3.9,3,2161.91,2212.12,2086.9,2105.3,2079.48,1944.24,755.68,715.13,714.47,667.48,595.05,632.96,71.51857437,71.49878392,71.50328523,71.48839645,71.4788155,71.48536377,1.75,1.75,1.75,1.75,1.5,1.5,30.6,32.3,32.3,32.3,30.9,30.9,1451.7,1468,1468,1468,1481.4,1481.4,456385.5,461013.9,461013.9,461013.9,462744.8,462744.8,1130.72,1140.95,1183.29,1175.62,1175.31,1208.98,1122,90720,89977,82498,82119,104299,107575,474.3,1072.7,100.2,106.3,17.6,-5098,0.1,12.01,0,-11.43,0,0,0,0.39,0,0,0,100.97,1715,0,0.0285343,-135.24,3276
214,2019년 10월,1.25,468814.3,453623.9,458884.6,105.46,1.3,3,30.8,34.4,1184.13,2065.75,656.89,116757,51850705,1504.6,71.5520747,104.87,105.05,104.88,104.56,104.81,105.2,4.4,4,4,3.9,3,3.1,2212.12,2086.9,2105.3,2079.48,1944.24,2045.21,715.13,714.47,667.48,595.05,632.96,644.97,71.49878392,71.50328523,71.48839645,71.4788155,71.48536377,71.51389807,1.75,1.75,1.75,1.5,1.5,1.5,32.3,32.3,32.3,30.9,30.9,30.9,1468,1468,1468,1481.4,1481.4,1481.4,461013.9,461013.9,461013.9,462744.8,462744.8,462744.8,1140.95,1183.29,1175.62,1175.31,1208.98,1197.55,1122.45,89977,82498,82119,104299,107575,102477,503,1063.3,100.3,106.7,28.7,14280,-0.1,11.92,-0.25,-13.42,6069.5,2896.2,2893.6,0.26,0.9,-0.1,-0.6,20.54,1452,23.2,0.0381766,100.97,-5098
215,2019년 11월,1.25,468814.3,453623.9,458884.6,104.87,1.3,3.1,30.8,34.4,1167.45,2128.79,640.54,123398,51851427,1504.6,71.56989756,105.05,104.88,104.56,104.81,105.2,105.46,4,4,3.9,3,3.1,3,2086.9,2105.3,2079.48,1944.24,2045.21,2065.75,714.47,667.48,595.05,632.96,644.97,656.89,71.50328523,71.48839645,71.4788155,71.48536377,71.51389807,71.5520747,1.75,1.75,1.5,1.5,1.5,1.25,32.3,32.3,30.9,30.9,30.9,30.8,1468,1468,1481.4,1481.4,1481.4,1504.6,461013.9,461013.9,462744.8,462744.8,462744.8,468814.3,1183.29,1175.62,1175.31,1208.98,1197.55,1184.13,1130.72,82498,82119,104299,107575,102477,116757,509,1057.9,100.5,107.3,6,6641,0.1,-16.35,0,-16.68,0,0,0,-0.59,0,0,0,63.04,722,0,0.0178229,20.54,14280
216,2019년 12월,1.25,468814.3,453623.9,458884.6,105.12,1.3,3.4,30.8,34.4,1175.84,2147.01,671.12,147148,51849861,1504.6,71.49213362,104.88,104.56,104.81,105.2,105.46,104.87,4,3.9,3,3.1,3,3.1,2105.3,2079.48,1944.24,2045.21,2065.75,2128.79,667.48,595.05,632.96,644.97,656.89,640.54,71.48839645,71.4788155,71.48536377,71.51389807,71.5520747,71.56989756,1.75,1.5,1.5,1.5,1.25,1.25,32.3,30.9,30.9,30.9,30.8,30.8,1468,1481.4,1481.4,1481.4,1504.6,1504.6,461013.9,462744.8,462744.8,462744.8,468814.3,468814.3,1175.62,1175.31,1208.98,1197.55,1184.13,1167.45,1140.95,82119,104299,107575,102477,116757,123398,475.1,1012.4,100.9,108.2,-33.9,23750,0.3,30.58,0,8.39,0,0,0,0.25,0,0,0,18.22,-1566,0,-0.0777639,63.04,6641
217,2020년 1월,1.25,462805.5,450827.5,455435.6,105.79,-1.3,4.1,31.2,36,1164.28,2203.44,667.3,137125,51847509,1521.8,70.96665187,104.56,104.81,105.2,105.46,104.87,105.12,3.9,3,3.1,3,3.1,3.4,2079.48,1944.24,2045.21,2065.75,2128.79,2147.01,595.05,632.96,644.97,656.89,640.54,671.12,71.4788155,71.48536377,71.51389807,71.5520747,71.56989756,71.49213362,1.5,1.5,1.5,1.25,1.25,1.25,30.9,30.9,30.9,30.8,30.8,30.8,1481.4,1481.4,1481.4,1504.6,1504.6,1504.6,462744.8,462744.8,462744.8,468814.3,468814.3,468814.3,1175.31,1208.98,1197.55,1184.13,1167.45,1175.84,1183.29,104299,107575,102477,116757,123398,147148,440.5,902.4,101.1,108.5,-34.6,-10023,0.7,-3.82,0,-11.56,-6008.8,-2796.4,-3449,0.67,-2.6,0.4,1.6,56.43,-2352,17.2,-0.525482,18.22,23750
218,2020년 2월,1.25,462805.5,450827.5,455435.6,105.8,-1.3,4.1,31.2,36,1193.79,2167.12,549.44,152542,51844627,1521.8,70.91672846,104.81,105.2,105.46,104.87,105.12,105.79,3,3.1,3,3.1,3.4,4.1,1944.24,2045.21,2065.75,2128.79,2147.01,2203.44,632.96,644.97,656.89,640.54,671.12,667.3,71.48536377,71.51389807,71.5520747,71.56989756,71.49213362,70.96665187,1.5,1.5,1.25,1.25,1.25,1.25,30.9,30.9,30.8,30.8,30.8,31.2,1481.4,1481.4,1504.6,1504.6,1504.6,1521.8,462744.8,462744.8,468814.3,468814.3,468814.3,462805.5,1208.98,1197.55,1184.13,1167.45,1175.84,1164.28,1175.62,107575,102477,116757,123398,147148,137125,443,934.8,101.5,108.7,2.5,15417,0,-117.86,0,29.51,0,0,0,0.01,0,0,0,-36.32,-2882,0,-0.0499234,56.43,-10023
219,2020년 3월,0.75,462805.5,450827.5,455435.6,105.54,-1.3,4.2,31.2,36,1220.09,1786.75,615.6,123721,51843195,1521.8,70.61033756,105.2,105.46,104.87,105.12,105.79,105.8,3.1,3,3.1,3.4,4.1,4.1,2045.21,2065.75,2128.79,2147.01,2203.44,2167.12,644.97,656.89,640.54,671.12,667.3,549.44,71.51389807,71.5520747,71.56989756,71.49213362,70.96665187,70.91672846,1.5,1.25,1.25,1.25,1.25,1.25,30.9,30.8,30.8,30.8,31.2,31.2,1481.4,1504.6,1504.6,1504.6,1521.8,1521.8,462744.8,468814.3,468814.3,468814.3,462805.5,462805.5,1197.55,1184.13,1167.45,1175.84,1164.28,1193.79,1175.31,102477,116757,123398,147148,137125,152542,395.7,912.5,102,108.9,-47.3,-28821,0.1,66.16,-0.5,26.3,0,0,0,-0.26,0,0,0,-380.37,-1432,0,-0.306391,-36.32,15417
220,2020년 4월,0.75,448209.3,442242.6,445361.9,104.95,-3.2,4.2,32.7,34.5,1225.23,1849.59,695.3,83012,51842524,1546,70.488136,105.46,104.87,105.12,105.79,105.8,105.54,3,3.1,3.4,4.1,4.1,4.2,2065.75,2128.79,2147.01,2203.44,2167.12,1786.75,656.89,640.54,671.12,667.3,549.44,615.6,71.5520747,71.56989756,71.49213362,70.96665187,70.91672846,70.61033756,1.25,1.25,1.25,1.25,1.25,0.75,30.8,30.8,30.8,31.2,31.2,31.2,1504.6,1504.6,1504.6,1521.8,1521.8,1521.8,468814.3,468814.3,468814.3,462805.5,462805.5,462805.5,1184.13,1167.45,1175.84,1164.28,1193.79,1220.09,1208.98,116757,123398,147148,137125,152542,123721,369.9,947.5,102.3,108.8,-25.8,-40709,0,79.7,0,5.14,-14596.2,-8584.9,-10073.7,-0.59,-1.9,1.5,-1.5,62.84,-671,24.2,-0.122202,-380.37,-28821
221,2020년 5월,0.5,448209.3,442242.6,445361.9,104.71,-3.2,4.5,32.7,34.5,1228.67,1965.17,743.57,102531,51841371,1546,70.48203435,104.87,105.12,105.79,105.8,105.54,104.95,3.1,3.4,4.1,4.1,4.2,4.2,2128.79,2147.01,2203.44,2167.12,1786.75,1849.59,640.54,671.12,667.3,549.44,615.6,695.3,71.56989756,71.49213362,70.96665187,70.91672846,70.61033756,70.488136,1.25,1.25,1.25,1.25,0.75,0.75,30.8,30.8,31.2,31.2,31.2,32.7,1504.6,1504.6,1521.8,1521.8,1521.8,1546,468814.3,468814.3,462805.5,462805.5,462805.5,448209.3,1167.45,1175.84,1164.28,1193.79,1220.09,1225.23,1197.55,123398,147148,137125,152542,123721,83012,419.2,1046.5,102.4,108.7,49.3,19519,0.3,48.27,-0.25,3.44,0,0,0,-0.24,0,0,0,115.58,-1153,0,-0.00610165,62.84,-40709
222,2020년 6월,0.5,448209.3,442242.6,445361.9,104.87,-3.2,4.3,32.7,34.5,1210.01,2134.7,781.02,158348,51839408,1546,70.38579874,105.12,105.79,105.8,105.54,104.95,104.71,3.4,4.1,4.1,4.2,4.2,4.5,2147.01,2203.44,2167.12,1786.75,1849.59,1965.17,671.12,667.3,549.44,615.6,695.3,743.57,71.49213362,70.96665187,70.91672846,70.61033756,70.488136,70.48203435,1.25,1.25,1.25,0.75,0.75,0.5,30.8,31.2,31.2,31.2,32.7,32.7,1504.6,1521.8,1521.8,1521.8,1546,1546,468814.3,462805.5,462805.5,462805.5,448209.3,448209.3,1175.84,1164.28,1193.79,1220.09,1225.23,1228.67,1184.13,147148,137125,152542,123721,83012,102531,533.8,1117,102.9,108.9,114.6,55817,-0.2,37.45,0,-18.66,0,0,0,0.16,0,0,0,169.53,-1963,0,-0.0962356,115.58,19519
223,2020년 7월,0.5,457783.7,453997.5,455873.4,104.86,2.1,4,30.8,35.7,1198.9,2195.95,835.29,173221,51839852,1585.7,70.16691557,105.79,105.8,105.54,104.95,104.71,104.87,4.1,4.1,4.2,4.2,4.5,4.3,2203.44,2167.12,1786.75,1849.59,1965.17,2134.7,667.3,549.44,615.6,695.3,743.57,781.02,70.96665187,70.91672846,70.61033756,70.488136,70.48203435,70.38579874,1.25,1.25,0.75,0.75,0.5,0.5,31.2,31.2,31.2,32.7,32.7,32.7,1521.8,1521.8,1521.8,1546,1546,1546,462805.5,462805.5,462805.5,448209.3,448209.3,448209.3,1164.28,1193.79,1220.09,1225.23,1228.67,1210.01,1167.45,137125,152542,123721,83012,102531,158348,517.5,1121.8,103.5,109.7,-16.3,14873,-0.3,54.27,0,-11.11,9574.4,11754.9,10511.5,-0.01,5.3,-1.9,1.2,61.25,444,39.7,-0.218883,169.53,55817
